event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,external-temperature,gps:dop,gps:fix-type-raw,height-raw,manually-marked-outlier,mortality-status,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
15727039167,true,2020-04-13 22:00:38.000,-78.4353619,-0.5528913,,9.0,1.0,"val. GPS-3D","3666,08",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785462.777278199,9938827.19864599,"17S","Ecuador Time",2020-04-13 17:00:38.000
15727039168,true,2020-04-14 00:00:09.000,-78.4353307,-0.552854,,7.0,1.0,"val. GPS-3D","3679,00",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785466.2541838345,9938831.324079355,"17S","Ecuador Time",2020-04-13 19:00:09.000
15727039169,true,2020-04-14 02:00:21.000,-78.4353199,-0.5528726,,8.0,1.2,"val. GPS-3D","3673,14",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785467.4562212168,9938829.265623812,"17S","Ecuador Time",2020-04-13 21:00:21.000
15727039170,true,2020-04-14 04:00:38.000,-78.4353727,-0.5528546,,7.0,1.4,"val. GPS-3D","3671,92",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785461.5761064091,9938831.25971618,"17S","Ecuador Time",2020-04-13 23:00:38.000
15727039171,true,2020-04-14 06:00:19.000,-78.4353691,-0.5528729,,7.0,1.4,"val. GPS-3D","3669,98",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785461.9762069114,9938829.23479983,"17S","Ecuador Time",2020-04-14 01:00:19.000
15727039172,true,2020-04-14 08:00:19.000,-78.4353143,-0.5528953,,7.0,1.0,"val. GPS-3D","3620,22",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785468.0788754944,9938826.753787598,"17S","Ecuador Time",2020-04-14 03:00:19.000
15727039173,true,2020-04-14 10:00:38.000,-78.4353515,-0.5528909,,7.0,1.0,"val. GPS-3D","3670,40",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.9356712886,9938827.242401991,"17S","Ecuador Time",2020-04-14 05:00:38.000
15727039174,true,2020-04-14 12:00:12.000,-78.4353619,-0.5528913,,7.0,1.6,"val. GPS-3D","3666,08",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785462.777278199,9938827.19864599,"17S","Ecuador Time",2020-04-14 07:00:12.000
15727039175,true,2020-04-14 14:00:19.000,-78.4352468,-0.5527805,,19.0,1.2,"val. GPS-3D","3693,09",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785475.6026581648,9938839.452205868,"17S","Ecuador Time",2020-04-14 09:00:19.000
15727039176,true,2020-04-14 16:00:21.000,-78.4346782,-0.5526936,,28.0,1.2,"val. GPS-3D","3652,87",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785538.9387033095,9938849.039602116,"17S","Ecuador Time",2020-04-14 11:00:21.000
15727039177,true,2020-04-14 18:00:26.000,-78.4352871,-0.5526943,,18.0,1.0,"val. GPS-3D","3645,12",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785471.1180799082,9938848.991460538,"17S","Ecuador Time",2020-04-14 13:00:26.000
15727039178,true,2020-04-14 20:00:36.000,-78.4353411,-0.5528905,,10.0,1.0,"val. GPS-3D","3674,72",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785465.0940643864,9938827.28615799,"17S","Ecuador Time",2020-04-14 15:00:36.000
15727039179,true,2020-04-14 22:00:12.000,-78.4350745,-0.5527076,,9.0,2.0,"val. GPS-3D","3698,98",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785494.7972849964,9938847.509693535,"17S","Ecuador Time",2020-04-14 17:00:12.000
15727039180,true,2020-04-15 00:00:19.000,-78.4353483,-0.552854,,5.0,1.0,"val. GPS-3D","3678,60",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.2938586321,9938831.324926607,"17S","Ecuador Time",2020-04-14 19:00:19.000
15727039181,true,2020-04-15 02:00:38.000,-78.4353787,-0.5529112,,7.0,1.2,"val. GPS-3D","3645,31",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785460.9051070747,9938824.99768503,"17S","Ecuador Time",2020-04-14 21:00:38.000
15727039182,true,2020-04-15 04:00:21.000,-78.4353795,-0.5528371,,7.0,1.0,"val. GPS-3D","3665,62",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785460.8195448719,9938833.196273196,"17S","Ecuador Time",2020-04-14 23:00:21.000
15727039183,true,2020-04-15 06:00:38.000,-78.4353199,-0.5528907,,7.0,1.0,"val. GPS-3D","3673,16",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785467.4553556375,9938827.263009025,"17S","Ecuador Time",2020-04-15 01:00:38.000
